city,city_ascii,region_id,lat,lng,population,density,id
Arvada,Arvada,CO,39.832,-105.151,122903,1193,1840018788
Pearland,Pearland,TX,29.5581,-95.3218,122609,998,1840020979
Independence,Independence,MO,39.0871,-94.3501,122230,580.1,1840008534
Texas City,Texas City,TX,29.4154,-94.9682,122017,288.2,1840022234
Redding,Redding,CA,40.5698,-122.365,121498,595.7,1840020141
Lynchburg,Lynchburg,VA,37.4003,-79.1909,120877,638.3,1840003855
Boulder,Boulder,CO,40.0248,-105.2524,120818,1594.5,1840018774
Iowa City,Iowa City,IA,41.6559,-91.5303,120015,1141.8,1840000532
Rochester,Rochester,MN,44.0154,-92.478,119732,813.7,1840008987
Berkeley,Berkeley,CA,37.8722,-122.276,119607,4554.9,1840018914
Waldorf,Waldorf,MD,38.6085,-76.9194,119442,827.9,1840006175
The Villages,The Villages,FL,28.9034,-81.9887,119296,963.1,1840014065
Duluth,Duluth,MN,46.7756,-92.1393,118975,462.6,1840007685
East Los Angeles,East Los Angeles,CA,34.0326,-118.1691,118964,6242.6,1840019206
Saginaw,Saginaw,MI,43.4199,-83.9501,118845,1093.9,1840002813
Clovis,Clovis,CA,36.8278,-119.683,118488,1686.7,1840018944
Leominster,Leominster,MA,42.5209,-71.7717,118190,557,1840000437
Round Rock,Round Rock,TX,30.527,-97.6642,117735,1321.3,1840020879
Monroe,Monroe,LA,32.5185,-92.0774,117197,623.7,1840014881
Cambridge,Cambridge,MA,42.3759,-71.1185,116892,7111.9,1840000429
Clearwater,Clearwater,FL,27.979,-82.7623,116616,1713.6,1840015110
Seaside,Seaside,CA,36.6224,-121.8199,116189,1473.9,1840021634
West Jordan,West Jordan,UT,40.6024,-112.0008,116045,1375.6,1840021388
Richardson,Richardson,TX,32.9716,-96.7093,115904,1602.8,1840020710
West Palm Beach,West Palm Beach,FL,26.7469,-80.132,115877,796.4,1840015993
Temple,Temple,TX,31.1068,-97.3891,115809,413.6,1840022154
Burlington,Burlington,VT,44.4876,-73.2316,115682,1598.1,1840002310
Richmond,Richmond,CA,37.9477,-122.3389,115677,1413.8,1840020277
Westminster,Westminster,CO,39.8837,-105.0624,115535,1403.7,1840021423
Pottstown,Pottstown,PA,40.2508,-75.6445,115413,1801.2,1840001373
Brandon,Brandon,FL,27.9367,-82.3,115330,1350.7,1840014151
Rock Hill,Rock Hill,SC,34.9415,-81.0241,115292,721.9,1840014618
Meridian,Meridian,ID,43.6116,-116.3977,115227,1168.8,1840020046
Coeur d'Alene,Coeur d'Alene,ID,47.704,-116.7936,114880,1234.6,1840018402
Carlsbad,Carlsbad,CA,33.1246,-117.2834,114858,1169.5,1840019352
Lowell,Lowell,MA,42.6389,-71.3217,114804,3157.7,1840000426
Waterloo,Waterloo,IA,42.4918,-92.3522,114594,424.2,1840000440
North Charleston,North Charleston,SC,32.9067,-80.0722,114542,566.3,1840015164
Gilroy,Gilroy,CA,37.0046,-121.5854,114461,1289.5,1840020327
Downey,Downey,CA,33.9379,-118.1311,114293,3462,1840019245
Gresham,Gresham,OR,45.5021,-122.4413,114164,1816.5,1840019939
Elgin,Elgin,IL,42.0383,-88.324,114156,1137.8,1840008134
Utica,Utica,NY,43.0962,-75.2261,112948,1385,1840002746
Broken Arrow,Broken Arrow,OK,36.038,-95.7806,112751,667.7,1840019059
Costa Mesa,Costa Mesa,CA,33.6667,-117.9135,112148,2759.3,1840019326
Chico,Chico,CA,39.7578,-121.8161,112132,1106,1840018778
Sioux City,Sioux City,IA,42.4959,-96.3901,111924,545.1,1840000447
League City,League City,TX,29.4874,-95.1087,111847,793.9,1840020973
Miami Gardens,Miami Gardens,FL,25.9433,-80.2426,111706,2346.3,1840015151
Pompano Beach,Pompano Beach,FL,26.2428,-80.1312,111423,1787.3,1840015143
San Buenaventura,San Buenaventura,CA,34.2741,-119.2314,110572,1913.6,1840037414
Everett,Everett,WA,47.9525,-122.1669,110438,1289.4,1840019785
El Centro,El Centro,CA,32.7865,-115.5595,110434,1415.5,1840020630
Sugar Land,Sugar Land,TX,29.5935,-95.6358,110272,1131.2,1840022217
El Monte,El Monte,CA,34.0739,-118.0291,110144,4602.2,1840020480
Lewisville,Lewisville,TX,33.0454,-96.9815,110077,1124,1840020639
West Covina,West Covina,CA,34.0555,-117.9113,109396,2547.4,1840021876
Temecula,Temecula,CA,33.4928,-117.1315,109376,1171.9,1840021937
Bend,Bend,OR,44.0563,-121.3095,109224,1114.3,1840018618
Salisbury,Salisbury,MD,38.3756,-75.5865,108982,920.1,1840006219
Jacksonville,Jacksonville,NC,34.7289,-77.3941,108549,587.7,1840014653
Inglewood,Inglewood,CA,33.9566,-118.3444,108206,4654.5,1840019237
Dearborn,Dearborn,MI,42.3127,-83.213,107985,1502.1,1840003969
Centennial,Centennial,CO,39.5926,-104.8673,107972,1446.3,1840018792
Burbank,Burbank,CA,34.1879,-118.3235,107364,2305.8,1840019233
Sparks,Sparks,NV,39.5736,-119.7161,106900,1088.7,1840021337
Sandy Springs,Sandy Springs,GA,33.9366,-84.3703,106605,1109.2,1840015609
Bloomington,Bloomington,IN,39.1637,-86.5257,106327,1406.4,1840007376
Logan,Logan,UT,41.7399,-111.8422,106319,1106.4,1840020108
Kailua,Kailua,HI,21.392,-157.7396,106260,1882.8,1840023244
El Cajon,El Cajon,CA,32.8017,-116.9604,106043,2747.5,1840020618
Hillsboro,Hillsboro,OR,45.5273,-122.936,105909,1619.6,1840019932
South Fulton,South Fulton,GA,33.6273,-84.58,105551,446.7,1840029465
Renton,Renton,WA,47.4784,-122.1918,105313,1673,1840019827
Mandeville,Mandeville,LA,30.3751,-90.0904,105097,681.3,1840015909
San Mateo,San Mateo,CA,37.5522,-122.3121,105087,3297.1,1840021551
Columbia,Columbia,MD,39.2004,-76.859,105086,1274.5,1840005803
Daly City,Daly City,CA,37.6862,-122.4685,104914,5418.5,1840018926
Davie,Davie,FL,26.0789,-80.287,104782,1168.4,1840017272
Jurupa Valley,Jurupa Valley,CA,34.001,-117.4706,104684,958.9,1840043419
Brockton,Brockton,MA,42.0821,-71.0242,104216,1732.8,1840000467
Longmont,Longmont,CO,40.1686,-105.1005,104035,1284.8,1840020178
Rialto,Rialto,CA,34.1175,-117.3892,103799,1659.6,1840020407
San Germán,San German,PR,18.0827,-67.046,103747,1270.7,1630023526
Eau Claire,Eau Claire,WI,44.8197,-91.4948,103586,807.5,1840002296
Turlock,Turlock,CA,37.5053,-120.8588,103359,1671.5,1840021533
Norwalk,Norwalk,CA,33.9069,-118.0829,103330,4157.4,1840020501
Highlands Ranch,Highlands Ranch,CO,39.5419,-104.9708,103238,1702.6,1840028579
Allen,Allen,TX,33.1088,-96.6735,102778,1521.5,1840019396
Wichita Falls,Wichita Falls,TX,33.9072,-98.5291,102563,561.1,1840021923
Rio Rancho,Rio Rancho,NM,35.2873,-106.6982,102403,366,1840020387
Vacaville,Vacaville,CA,38.3587,-121.9673,102256,1292.1,1840021498
Spokane Valley,Spokane Valley,WA,47.6626,-117.2346,102178,1016.2,1840021094
Charlottesville,Charlottesville,VA,38.0375,-78.4855,102164,1779.4,1840001678
Idaho Falls,Idaho Falls,ID,43.4871,-112.0362,101326,940,1840018644
Menifee,Menifee,CA,33.6909,-117.1849,101089,772.4,1840022903
Lee's Summit,Lee's Summit,MO,38.9171,-94.3816,100772,598.2,1840032155
Quincy,Quincy,MA,42.2506,-71.0187,100544,2199,1840000461
San Angelo,San Angelo,TX,31.4424,-100.4504,100330,647,1840022146
Lynn,Lynn,MA,42.4781,-70.9664,100233,3386.9,1840000409
Holland,Holland,MI,42.7677,-86.0984,100202,771.3,1840002996
Federal Way,Federal Way,WA,47.3091,-122.3358,99792,1676.5,1840019826
Manteca,Manteca,CA,37.7927,-121.2264,99764,1463.6,1840020265
Lafayette,Lafayette,CO,39.9946,-105.0998,99475,1170.2,1840020180
Santa Fe,Santa Fe,NM,35.6619,-105.9819,99439,624,1840021707
Hesperia,Hesperia,CA,34.3975,-117.3147,99287,505.5,1840020404
La Crosse,La Crosse,WI,43.8241,-91.2268,99227,917,1840002577
Riverview,Riverview,FL,27.8227,-82.3023,98928,801.4,1840014158
Kingsport,Kingsport,TN,36.5224,-82.5454,98767,394.1,1840014425
Edinburg,Edinburg,TX,26.3196,-98.1597,98759,843.8,1840021020
Vista,Vista,CA,33.1896,-117.2386,98651,2073,1840021994
Bowling Green,Bowling Green,KY,36.9716,-86.4378,98537,684.7,1840013265
Carmel,Carmel,IN,39.965,-86.146,98137,779.7,1840007260
Longview,Longview,TX,32.5193,-94.7622,98075,568.4,1840020746
Tracy,Tracy,CA,37.7269,-121.4523,98022,1349.6,1840021518
Prescott Valley,Prescott Valley,AZ,34.598,-112.3185,97901,435,1840021772
Beaverton,Beaverton,OR,45.4779,-122.8168,97466,1940.8,1840018556
Portsmouth,Portsmouth,NH,43.058,-70.7826,97455,528,1840002932
Portsmouth,Portsmouth,VA,36.8468,-76.354,97454,1101,1840003872
Fishers,Fishers,IN,39.9588,-85.9659,97154,1012.1,1840010496
Orem,Orem,UT,40.2981,-111.6994,96734,2030.5,1840020171
Sandy,Sandy,UT,40.5709,-111.8506,96272,1532.6,1840037422
Sunrise,Sunrise,FL,26.1547,-80.2997,96220,2256.2,1840016000
San Tan Valley,San Tan Valley,AZ,33.1786,-111.5629,96127,534.6,1840027990
Compton,Compton,CA,33.893,-118.2274,96083,3688.9,1840019240
Arden-Arcade,Arden-Arcade,CA,38.6017,-121.3845,95909,2275.6,1840036690
Hanford,Hanford,CA,36.3274,-119.6549,95459,1267.2,1840020382
Boca Raton,Boca Raton,FL,26.3752,-80.108,95347,1307,1840014207
Middletown,Middletown,OH,39.5033,-84.3659,95296,720.5,1840003804
Livonia,Livonia,MI,42.3972,-83.3733,95294,1016.4,1840003985
Carson,Carson,CA,33.8374,-118.2559,95104,1883.1,1840019214
Lawrence,Lawrence,KS,38.9597,-95.2642,94745,1100.5,1840001632
Slidell,Slidell,LA,30.2887,-89.7828,94498,713.2,1840015911
Blacksburg,Blacksburg,VA,37.23,-80.4279,94398,868.4,1840006446
San Marcos,San Marcos,CA,33.135,-117.1743,94313,1512.3,1840021991
Goodyear,Goodyear,AZ,33.2614,-112.3622,93651,168.6,1840020564
Edmond,Edmond,OK,35.6689,-97.416,93522,425.8,1840020423
Mayagüez,Mayaguez,PR,18.2003,-67.1397,93426,1101.4,1630035520
Fall River,Fall River,MA,41.7136,-71.1015,93339,1044.6,1840000497
South Gate,South Gate,CA,33.9447,-118.1926,93308,5063.5,1840021870
Suffolk,Suffolk,VA,36.6953,-76.6398,93268,88.4,1840003873
Terre Haute,Terre Haute,IN,39.466,-87.3751,93247,673.9,1840009671
Missoula,Missoula,MT,46.8751,-114.0214,92863,835.9,1840019840
Santa Monica,Santa Monica,CA,34.0235,-118.481,92828,4205.3,1840021866
Roswell,Roswell,GA,34.0391,-84.3513,92688,899.5,1840014741
Vineland,Vineland,NJ,39.4653,-74.9981,92364,335.4,1840001551
Plantation,Plantation,FL,26.1259,-80.2617,92212,1675.1,1840015142
Alafaya,Alafaya,FL,28.528,-81.1868,92080,1152.6,1840029102
Kirkland,Kirkland,WA,47.697,-122.2057,91656,1976.4,1840019836
Hoover,Hoover,AL,33.3763,-86.8068,91371,685.8,1840014795
Westminster,Westminster,CA,33.7523,-117.9938,91267,3494.6,1840021969
Lawton,Lawton,OK,34.6175,-98.4202,91247,443.5,1840020477
San Leandro,San Leandro,CA,37.7074,-122.1599,91176,2622.4,1840021538
Auburn,Auburn,AL,32.6087,-85.4903,91047,414.4,1840013810
Norwalk,Norwalk,CT,41.1144,-73.4215,90821,1497.3,1840004839
O'Fallon,O'Fallon,MO,38.785,-90.7175,90802,1133.4,1840008571
Chino,Chino,CA,33.9836,-117.6654,90279,1162.9,1840019114
Germantown,Germantown,MD,39.1755,-77.2643,90235,2029.4,1840005840
Dover,Dover,NH,43.1887,-70.8845,89874,461.1,1840002808
Bismarck,Bismarck,ND,46.8143,-100.7694,89825,817.5,1840001926
Waukegan,Waukegan,IL,42.3698,-87.8716,89751,1389,1840010113
Buckeye,Buckeye,AZ,33.4314,-112.6429,89711,73.2,1840021939
Town 'n' Country,Town 'n' Country,FL,28.0106,-82.5763,89679,1569.2,1840029089
Clifton,Clifton,NJ,40.863,-74.1575,89460,2917.6,1840003511
Bloomington,Bloomington,MN,44.8306,-93.3151,89436,948.2,1840006747
Mount Pleasant,Mount Pleasant,SC,32.8537,-79.8203,88900,697,1840017286
Florence,Florence,SC,34.178,-79.7898,88709,636,1840013643
Newton,Newton,MA,42.3316,-71.2085,88647,1912.8,1840000433
State College,State College,PA,40.7909,-77.8567,88526,3567.5,1840000830
Livermore,Livermore,CA,37.6868,-121.7607,88403,1339.7,1840020294
Rapid City,Rapid City,SD,44.0716,-103.2204,88076,540.1,1840002180
Decatur,Decatur,IL,39.8557,-88.9342,88002,646.8,1840007269
Dalton,Dalton,GA,34.769,-84.972,87944,612.1,1840014651
Conroe,Conroe,TX,30.3238,-95.4824,87930,473.9,1840019586
Hawthorne,Hawthorne,CA,33.9147,-118.3476,87863,5417.3,1840020486
Lawrence,Lawrence,MA,42.7002,-71.1626,87798,4458.5,1840000408
New Braunfels,New Braunfels,TX,29.6994,-98.1148,87549,725.5,1840021341
Citrus Heights,Citrus Heights,CA,38.6948,-121.288,87521,2380.9,1840018845
Jackson,Jackson,MI,42.2431,-84.4038,87230,1148.8,1840003173
Whittier,Whittier,CA,33.9678,-118.0188,87184,2235.7,1840021878
Muncie,Muncie,IN,40.1989,-85.395,87037,954.4,1840008365
Troy,Troy,MI,42.5817,-83.1457,86912,970.3,1840002434
Homosassa Springs,Homosassa Springs,FL,28.8119,-82.5392,86578,223.5,1840014060
Port Huron,Port Huron,MI,42.9821,-82.4388,86440,1378,1840003953
Napa,Napa,CA,38.2975,-122.301,86130,1675.1,1840020241
Deerfield Beach,Deerfield Beach,FL,26.305,-80.1277,86062,2087.9,1840015136
Springdale,Springdale,AR,36.1901,-94.1574,85887,631.2,1840015336
Newport Beach,Newport Beach,CA,33.6151,-117.8668,85806,1406.8,1840020581
Anderson,Anderson,IN,40.0891,-85.6892,85700,505.6,1840007242
San Ramon,San Ramon,CA,37.7624,-121.9365,85688,1565.7,1840021530
Lake Forest,Lake Forest,CA,33.6605,-117.6714,85516,1955.8,1840020591
Mission,Mission,TX,26.2039,-98.3256,85311,890.7,1840021026
Auburn,Auburn,WA,47.3039,-122.2108,85306,1056.3,1840018416
Brooklyn Park,Brooklyn Park,MN,45.1112,-93.3505,85247,1187.1,1840004023
Bryan,Bryan,TX,30.665,-96.3807,85204,610.4,1840019569
Springfield,Springfield,OH,39.93,-83.7959,85121,876.6,1840003765
Hattiesburg,Hattiesburg,MS,31.3074,-89.317,85086,332.4,1840013878
Westland,Westland,MI,42.3192,-83.3805,84961,1544.1,1840001847
Cicero,Cicero,IL,41.8445,-87.7593,84905,5363.3,1840009186
Albany,Albany,GA,31.5776,-84.1762,84901,509.3,1840013864
Fort Myers,Fort Myers,FL,26.6194,-81.8302,84694,809.2,1840014226
Pine Hills,Pine Hills,FL,28.5818,-81.4692,84289,2577.7,1840014098
Atascocita,Atascocita,TX,29.9777,-95.1953,84222,1323.8,1840018251
Buena Park,Buena Park,CA,33.8572,-118.0046,83974,3015.2,1840019324
Redwood City,Redwood City,CA,37.5025,-122.2253,83905,1687.6,1840020304
Farmington Hills,Farmington Hills,MI,42.486,-83.3771,83749,939.3,1840002442
Alton,Alton,IL,38.9037,-90.152,83705,652.3,1840007424
Melbourne,Melbourne,FL,28.1086,-80.6627,83500,719.5,1840015960
Miami Beach,Miami Beach,FL,25.8171,-80.1396,83469,4489.1,1840015150
Alhambra,Alhambra,CA,34.084,-118.1355,83174,4275.8,1840019222
Williamsburg,Williamsburg,VA,37.2693,-76.7076,83021,649.4,1840001720
Madera,Madera,CA,36.963,-120.0778,82772,1536.8,1840020300
Warwick,Warwick,RI,41.7062,-71.4334,82666,894,1840003344
Cranston,Cranston,RI,41.7658,-71.4858,82654,1106.8,1840003287
Baytown,Baytown,TX,29.7587,-94.9671,82543,794,1840019616
Largo,Largo,FL,27.9088,-82.7712,82505,1757.8,1840015114
Silver Spring,Silver Spring,MD,39.0028,-77.0207,82472,3970.7,1840005845
Lakewood,Lakewood,CA,33.8471,-118.1222,82419,3272.3,1840020515
Mountain View,Mountain View,CA,37.4001,-122.0796,82409,2586.4,1840020332
Kankakee,Kankakee,IL,41.102,-87.8643,82095,662,1840008260
Johns Creek,Johns Creek,GA,34.0333,-84.2027,82068,1059.5,1840014742
Flagstaff,Flagstaff,AZ,35.1872,-111.6194,81682,428.7,1840020335
Franklin,Franklin,TN,35.92,-86.8516,81531,723.1,1840013380
Joplin,Joplin,MO,37.0757,-94.5018,81025,512.8,1840008771
Parma,Parma,OH,41.3843,-81.7286,80880,1516.1,1840003406
Layton,Layton,UT,41.077,-111.962,80858,1324.4,1840020145
New Rochelle,New Rochelle,NY,40.9304,-73.7836,80685,2979.1,1840000782
Anderson,Anderson,SC,34.5211,-82.6478,80657,718,1840013579
Lebanon,Lebanon,PA,40.3412,-76.4228,80620,2388.4,1840001347
Somerville,Somerville,MA,42.3908,-71.1014,80608,7600.3,1840003123
Yauco,Yauco,PR,18.0344,-66.8615,80307,2065,1630035600
St. Joseph,St. Joseph,MO,39.7598,-94.821,80099,660.8,1840009549
Plymouth,Plymouth,MN,45.0225,-93.4617,80034,931,1840008929
Tustin,Tustin,CA,33.7311,-117.8107,79895,2805.2,1840021967
Zephyrhills,Zephyrhills,FL,28.2409,-82.1797,79795,649.2,1840015968
Milpitas,Milpitas,CA,37.4336,-121.8921,79593,2153,1840020329
Florence,Florence,AL,34.8303,-87.6655,79590,591.9,1840002083
Pleasanton,Pleasanton,CA,37.6663,-121.8805,79558,1279.1,1840020298
Boynton Beach,Boynton Beach,FL,26.5281,-80.0811,79479,1865.4,1840014208
Texarkana,Texarkana,TX,33.45,-94.0847,79304,451.8,1840021987
Folsom,Folsom,CA,38.6668,-121.1422,79201,1102.1,1840020246
Bellflower,Bellflower,CA,33.888,-118.1271,79070,4818.3,1840019230
Pharr,Pharr,TX,26.1685,-98.1904,78997,1285.9,1840021030
Homestead,Homestead,FL,25.4665,-80.4472,78885,1764.6,1840015159
Valdosta,Valdosta,GA,30.8502,-83.2788,78786,604.3,1840015894
Upland,Upland,CA,34.1178,-117.6604,78624,1916.3,1840021730
Evanston,Evanston,IL,42.0464,-87.6943,78454,3671.6,1840008129
Newark,Newark,OH,40.0706,-82.425,78447,923.5,1840001419
Elizabethtown,Elizabethtown,KY,37.7031,-85.8773,78446,423.7,1840013218
St. Augustine,St. Augustine,FL,29.8976,-81.31,78386,610.9,1840015935
Rancho Cordova,Rancho Cordova,CA,38.5737,-121.2527,78358,830.9,1840020248
Alameda,Alameda,CA,37.7668,-122.267,78320,2949.8,1840018913
Chino Hills,Chino Hills,CA,33.9508,-117.7254,78229,716,1840019115
Perris,Perris,CA,33.7898,-117.2233,78106,951.5,1840020557
Schaumburg,Schaumburg,IL,42.0308,-88.0838,78053,1464.7,1840011319
Kendall,Kendall,FL,25.6697,-80.3556,78007,1852.2,1840014244
Camarillo,Camarillo,CA,34.223,-119.0321,77795,1345.1,1840019201
Anniston,Anniston,AL,33.6712,-85.8135,77690,181.3,1840006563
Sumter,Sumter,SC,33.9392,-80.393,77626,468.1,1840015612
Jonesboro,Jonesboro,AR,35.8212,-90.6791,77520,372.7,1840014507
Hammond,Hammond,IN,41.6168,-87.4909,77491,1293.5,1840007092
Carmichael,Carmichael,CA,38.6318,-121.3263,77358,1904.6,1840017579
Arlington Heights,Arlington Heights,IL,42.0955,-87.9826,77283,1745.5,1840011243
Morgantown,Morgantown,WV,39.6383,-79.9464,77193,1172.6,1840005647
Wyoming,Wyoming,MI,42.8908,-85.7066,76625,1186,1840000374
Cheyenne,Cheyenne,WY,41.135,-104.7902,76456,767.1,1840018713
Pasco,Pasco,WA,46.2506,-119.1305,76398,844.4,1840019888
Watsonville,Watsonville,CA,36.9206,-121.7708,76285,2981,1840021581
Southfield,Southfield,MI,42.4765,-83.2605,76196,1073.1,1840002431
Wausau,Wausau,WI,44.962,-89.6459,76016,777.2,1840002163
Rochester Hills,Rochester Hills,MI,42.6645,-83.1563,75990,875,1840002429
Loveland,Loveland,CO,40.4166,-105.0623,75938,915.7,1840020152
Alexandria,Alexandria,LA,31.2923,-92.4702,75835,630.8,1840013873
Pittsburg,Pittsburg,CA,38.0182,-121.8965,75701,1566.7,1840020282
Hammond,Hammond,LA,30.5061,-90.4563,75688,558,1840013908
South Jordan,South Jordan,UT,40.557,-111.9784,75617,1282.3,1840021385
Battle Creek,Battle Creek,MI,42.2985,-85.2296,75608,463.1,1840003176
Bethlehem,Bethlehem,PA,40.6266,-75.3679,75599,1526.4,1840000986
Fajardo,Fajardo,PR,18.3331,-65.6589,75549,1156.5,1630035668
Davis,Davis,CA,38.5553,-121.737,75468,2657.8,1840018833
Apple Valley,Apple Valley,CA,34.5352,-117.2109,75311,367.7,1840021733
Pawtucket,Pawtucket,RI,41.8744,-71.3743,75200,3199.5,1840003285
Wheeling,Wheeling,WV,40.0752,-80.6951,75065,758.1,1840005510
Flower Mound,Flower Mound,TX,33.0343,-97.1146,75050,725.7,1840022010
Harrisonburg,Harrisonburg,VA,38.4362,-78.8735,74901,1192.6,1840003844
Cedar Park,Cedar Park,TX,30.5105,-97.8197,74741,1165.1,1840019572
Oshkosh,Oshkosh,WI,44.0227,-88.5619,74737,953.8,1840002246
Winchester,Winchester,VA,39.1735,-78.1746,74593,1172.3,1840001623
Caguas,Caguas,PR,18.2319,-66.0388,74502,2587.9,1630023540
Ellicott City,Ellicott City,MD,39.2774,-76.8345,74432,942.8,1840005802
Pocatello,Pocatello,ID,42.8724,-112.4647,74359,648.2,1840013376
Hilton Head Island,Hilton Head Island,SC,32.1896,-80.7499,74248,373.5,1840016974
New Britain,New Britain,CT,41.6759,-72.7862,74022,2090.9,1840004774
Mansfield,Mansfield,OH,40.7656,-82.5275,74021,581.7,1840000960
Woodbury,Woodbury,MN,44.9057,-92.923,74014,788.9,1840009998
Lauderhill,Lauderhill,FL,26.1605,-80.2241,73935,3256.7,1840015146
Lehi,Lehi,UT,40.4136,-111.8725,73911,907,1840020168
Bolingbrook,Bolingbrook,IL,41.6901,-88.1021,73807,1151.6,1840011482
Dale City,Dale City,VA,38.6473,-77.3459,73716,1953.9,1840006094
Missouri City,Missouri City,TX,29.563,-95.5365,73682,1002.8,1840020950
Lake Jackson,Lake Jackson,TX,29.0516,-95.4521,73478,533.4,1840020980
Altoona,Altoona,PA,40.5082,-78.4007,73374,1722.1,1840001080
Doral,Doral,FL,25.8152,-80.3565,73126,1740.7,1840015148
Owensboro,Owensboro,KY,37.7575,-87.1172,73115,1117.9,1840014340
Centreville,Centreville,VA,38.839,-77.4389,73064,2401.1,1840006015
Mount Vernon,Mount Vernon,NY,40.9136,-73.8291,72855,5943.4,1840000781
Baldwin Park,Baldwin Park,CA,34.0829,-117.9722,72813,4404.7,1840019227
Broomfield,Broomfield,CO,39.9542,-105.0526,72697,813.3,1840018781
Redlands,Redlands,CA,34.0512,-117.1712,72649,768.3,1840020412
Cleveland,Cleveland,TN,35.1817,-84.8707,72589,642.1,1840014603
Dothan,Dothan,AL,31.2336,-85.407,72389,294.9,1840001518
Camden,Camden,NJ,39.9361,-75.1073,72381,3192.4,1840001507
Redmond,Redmond,WA,47.6763,-122.1169,72166,1583.8,1840019835
Framingham,Framingham,MA,42.3085,-71.4368,72089,1123.1,1840003131
Jackson,Jackson,TN,35.6538,-88.8354,71983,442.9,1840014528
Janesville,Janesville,WI,42.6854,-89.0135,71907,728.1,1840002467
Juana Díaz,Juana Diaz,PR,18.0532,-66.5044,71759,1913.2,1630023583
Mansfield,Mansfield,TX,32.569,-97.1213,71375,751.4,1840020702
Waukesha,Waukesha,WI,43.0087,-88.2464,71307,1095.5,1840003008
Tamarac,Tamarac,FL,26.2056,-80.2539,71140,2212.1,1840016001
Wenatchee,Wenatchee,WA,47.436,-120.3295,71119,1249.3,1840021074
Daytona Beach,Daytona Beach,FL,29.1995,-81.0982,71041,404.5,1840015068
Castle Rock,Castle Rock,CO,39.3763,-104.8535,71037,733.9,1840022455
